13 35 9764 701 1638 147 8469 274 9007 60 5069 970 5852 736 5999 765 963 203 8607 580 6427 949 8396 781 8524 537 893 335 8354 182 1786 454 7097 613 9507 87 5760 975 712 118 3386 237 5868 85 6001 830 5639 960 762 418 6260 157 198 783 3693 442 5117 46 4623 902 7500 72 4867 6 9510 626 1332 221 1743 717 2353 305 4572
14 35 11505 618 2658 402 2257 617 8515 674 9876 671 871 10 1363 312 6127 761 9286 380 3612 709 4246 969 3218 871 4652 791 2966 720 8495 147 6024 67 2116 681 4468 372 8649 334 1397 876 7004 619 5886 718 3282 364 830 920 7743 441 2628 341 7761 198 9563 412 8340 528 8131 834 8026 507 9900 142 9187 719 865 836 52 614 9063
15 35 11722 55 7232 948 8125 514 3311 954 5785 406 3395 412 5746 507 6961 308 9919 652 4188 401 8486 565 1259 737 5058 446 5456 923 4633 859 4536 695 8914 119 4995 390 4984 305 2343 768 5710 89 9180 807 9596 492 3115 866 4144 654 6618 981 2218 877 3717 276 4674 172 9550 658 1031 437 9352 296 4907 698 9685 891 9003 379 658
16 35 10064 64 468 189 8871 415 8681 337 2280 176 1990 249 4508 559 3125 224 4186 798 3748 735 3455 130 523 159 7425 430 9856 461 5320 210 8191 329 6274 10 8518 496 1424 550 9832 55 9077 821 5304 584 2379 428 1807 917 2578 554 6651 384 3035 526 1542 811 5307 750 6623 978 9311 814 9306 823 7823 431 1247 724 3262 653 6800
17 35 9263 434 2956 383 165 384 8542 81 313 447 6083 696 3482 608 4238 292 4914 339 6915 891 7649 80 7549 585 7902 371 3015 500 3095 277 3153 246 4062 108 6629 226 3843 522 7306 507 1968 389 3203 449 2996 792 2093 262 2130 359 2504 130 3438 52 5714 691 1775 191 1221 709 2695 466 1770 154 446 996 5349 967 3301 855 3935
18 35 11824 689 9057 735 6037 200 4179 650 7681 537 9153 811 2974 557 5876 665 7331 956 207 903 8664 901 2368 786 8054 166 2781 402 1132 433 5609 418 5474 17 3505 510 217 683 4511 897 7220 15 8059 545 5571 935 7209 253 4890 767 4155 906 6667 875 6691 73 2040 823 826 523 8255 434 941 728 7451 445 1589 19 2127 451 1915
19 35 9809 698 2466 974 2243 36 260 803 3641 501 9570 795 1406 588 7021 448 3660 60 6622 486 8583 877 7271 875 4956 73 6671 897 5091 149 1699 6 847 164 3331 441 8552 590 1595 192 5090 338 2848 104 3359 647 3763 770 269 600 3704 497 8223 578 2804 295 6248 52 4386 749 3751 743 4947 914 1073 387 6465 14 5981 8 6103
20 35 9045 497 1346 302 3600 704 8949 714 9825 217 8314 529 7065 536 9458 868 5830 58 1920 567 9806 670 4309 752 9935 733 9138 746 1470 759 5201 966 9104 502 4917 159 5802 631 9984 18 3296 864 2082 831 9321 12 1378 221 4931 183 2242 239 2286 176 972 423 1279 69 9245 38 5269 562 4493 123 5479 4 7924 109 7339 294 7404
21 35 10278 202 7727 586 6522 28 1949 252 6248 879 1786 841 2470 72 7017 793 1846 295 9861 90 3684 482 1652 529 9956 130 5532 590 2870 172 1345 423 4899 282 2944 278 3230 547 3526 461 5333 366 5282 404 1734 74 1249 381 1286 691 6416 767 342 944 2722 823 6475 953 7764 696 476 108 2118 726 389 414 9004 970 4960 881 2782
22 35 10327 292 7246 63 6047 332 3136 648 1712 774 2338 479 9892 31 5423 966 9205 897 5918 968 7593 393 2427 710 4471 167 1123 474 5488 435 2354 270 9078 951 6332 125 1282 820 5124 345 6593 461 3824 484 2843 598 5449 399 7494 718 1718 438 463 144 7500 933 9662 622 4758 149 7408 111 9770 486 9413 102 1610 695 8273 733 6391
23 35 10400 865 545 566 7700 739 2163 501 8137 9 7218 854 7446 32 349 297 8964 362 6271 721 1510 678 7183 632 163 596 85 124 3642 357 1208 384 9573 104 2950 624 7842 464 3124 978 3824 694 2183 622 725 531 8918 41 8892 188 9761 754 8866 296 737 28 6243 821 3504 884 5529 711 2619 101 2815 920 8724 656 3384 200 2986
24 35 11003 559 4893 168 1180 617 4051 98 1657 294 5285 770 2399 150 7417 135 9530 659 307 33 9894 835 4095 512 935 909 4432 11 3917 167 4210 902 7725 454 8421 905 7422 823 5354 431 4469 638 9552 867 1140 968 6354 21 626 660 6405 871 2495 499 5734 781 3760 165 2143 676 683 352 929 760 8157 701 16 579 4524 369 1009
25 35 10700 992 2358 560 2210 497 3879 563 6869 856 1575 273 7726 69 124 459 201 883 9976 344 7910 10 5047 838 1769 204 890 784 5134 765 7152 494 756 510 9405 318 9358 283 4232 579 490 806 5851 215 6226 974 8025 779 6208 122 469 168 5658 130 9723 548 4914 312 8417 701 5420 278 3105 737 9988 739 5320 566 3228 478 8416
26 35 11104 794 3703 742 5819 481 3301 170 7954 770 1531 474 9427 661 4196 974 9574 404 638 342 9104 57 4972 561 7145 959 1299 816 7524 527 6293 291 2320 348 9384 490 2828 685 4660 134 2806 190 1607 584 7202 802 910 127 7557 547 7469 955 2440 573 7451 398 2871 266 1273 749 8911 563 2421 258 9299 910 4437 335 7921 570 1140
27 35 9597 111 3176 723 1312 330 632 439 2886 530 8259 898 2484 50 7470 286 4447 341 8904 71 441 814 1985 861 3071 283 6123 507 9617 43 9077 108 4505 604 3183 169 3933 959 3171 696 1217 68 7531 266 2890 817 9064 582 2720 134 22 533 9470 235 9955 753 5357 461 6721 751 2889 829 256 845 7011 424 8129 176 1734 299 5871
28 35 9343 950 6719 402 7567 608 3570 982 9189 289 467 562 3173 936 4796 127 688 504 6939 409 2255 180 1237 510 4024 599 1285 152 1774 18 9803 645 2319 873 7398 237 8832 967 9218 20 3607 684 9933 131 9619 81 6257 659 7584 547 419 838 5726 7 8699 749 2605 335 8253 378 5704 407 8374 374 7279 123 610 110 9441 179 481
29 35 9577 47 2214 413 6177 185 1493 785 4843 429 8332 261 5266 57 3267 317 158 223 6651 762 2952 707 9168 326 3080 446 9800 690 8907 241 6220 387 2287 434 6151 816 6618 996 3600 460 9424 283 3072 41 2340 709 8849 912 4360 610 7863 418 2777 540 2497 574 5340 538 832 580 8758 218 3218 191 2720 33 3808 715 7985 619 2490
30 35 12084 267 1042 883 4958 731 7591 806 4994 302 3767 856 7719 895 4748 216 4820 87 2753 651 1018 862 5868 235 5052 940 8620 211 1654 956 3181 496 9222 222 378 532 7952 968 4337 297 6270 456 2153 988 7350 900 555 170 3338 660 7820 355 7521 40 4941 573 4979 912 4135 984 2867 316 3479 441 1537 972 5841 824 3308 137 4445
31 35 10670 115 3641 784 1465 892 5339 634 229 998 7805 935 2518 844 5876 90 9174 139 5577 158 5006 636 3446 428 5844 417 6620 19 2076 109 8463 191 1749 246 4007 993 8584 992 5221 933 1796 508 2451 735 3892 517 6873 468 3674 878 2359 662 1675 505 4091 110 5523 519 4218 337 5061 319 3582 67 7311 518 3058 883 8450 205 1390
32 35 11401 252 7196 124 1144 713 2997 963 8738 226 5674 751 2901 812 8607 343 1273 481 5861 491 817 273 7809 339 5119 268 5748 1 4069 953 1743 321 500 866 8816 564 7214 778 654 440 1451 404 1340 614 11 682 7887 895 9729 308 519 537 8410 858 9007 677 8957 359 8097 261 1101 769 2761 319 4584 676 2532 714 5329 971 4516
33 35 9487 733 8662 130 3095 696 5368 585 2942 96 1244 460 8984 653 6669 990 3681 626 3700 238 1153 898 6998 471 4834 26 5354 547 3354 325 2414 438 1338 543 5884 33 5262 469 3974 357 7064 786 9340 69 454 681 6749 431 3733 230 6669 885 5128 18 7707 961 8043 60 7859 749 5736 272 538 74 167 422 8106 428 2242 432 2137
34 35 12236 657 8569 828 8725 22 7861 826 7805 593 3055 825 2829 534 842 535 4494 237 3594 704 9337 330 5328 226 6403 494 2647 860 7273 240 5643 761 6897 211 3589 621 9585 801 7446 389 9393 853 4565 573 1386 406 9107 880 6994 700 935 682 2029 614 8908 783 8107 906 5643 732 9146 637 3844 42 1848 784 1662 584 5460 524 7328
35 35 11021 312 6088 900 3697 845 5006 928 4839 58 3215 872 6086 828 2779 221 287 685 9215 370 9830 851 2213 223 5050 997 236 833 7580 695 4356 260 4358 443 7159 407 8288 517 6686 478 2574 349 5011 728 2480 231 2366 164 1445 735 9345 648 2947 567 9697 295 8154 882 2875 201 9589 486 4558 32 7644 316 4671 512 2002 500 5085
36 35 9711 901 200 96 3980 679 2326 345 5842 123 3431 538 1122 730 9456 170 8024 610 6051 250 7810 640 7735 719 2023 731 387 45 4242 388 3544 327 640 95 9422 972 2774 99 3668 967 4573 505 2046 828 2312 216 7851 921 1618 101 4082 257 9187 153 5631 917 9539 27 5159 278 4922 837 8917 17 6610 240 7790 708 9908 756 5633
37 35 10705 6 5612 678 3185 276 3245 387 548 863 8839 982 8471 26 134 102 8942 24 5480 452 653 402 1288 569 5418 897 5809 559 8957 68 8666 941 9073 630 8618 609 4905 995 5452 77 4834 433 1547 859 2918 648 8152 480 8604 945 7881 243 5514 650 4140 674 9208 448 9741 873 388 165 4854 357 3773 758 3571 119 5210 647 952
38 35 10350 994 8194 162 912 193 8314 204 7672 269 2149 552 9511 14 5201 2 8039 760 5801 131 4985 188 5647 838 1545 419 9596 115 5537 157 8114 841 5502 307 3002 765 6499 667 8969 523 935 469 2426 798 7834 627 3151 224 4738 952 6354 722 5139 560 3035 770 5507 502 9658 663 2615 498 2164 273 1852 929 8123 518 249 645 453
39 35 9249 69 1071 602 1902 49 6752 125 9786 703 6830 860 7194 181 5419 580 2950 925 1081 959 3939 47 1457 454 1671 660 3734 794 9177 982 4790 981 4402 212 9582 655 7260 686 3131 398 4740 960 9257 285 5140 27 4865 441 1951 297 3400 241 8696 208 4694 366 867 428 6511 43 8761 301 2376 163 3512 309 2169 124 994 300 6873
40 35 10893 734 1611 481 370 751 3507 234 7543 809 7531 942 4049 226 2149 742 2943 367 7169 454 5762 282 754 137 5444 617 6445 612 4092 791 9263 964 5876 874 3444 245 3976 302 1479 518 5110 361 8812 158 7938 312 7900 880 6679 420 333 440 3701 438 6928 496 8055 372 9460 146 7162 722 9462 389 5947 905 5634 922 6207 112 7792
41 35 12882 668 8824 603 6826 761 266 725 3992 944 2496 325 5735 549 1762 662 8044 168 2386 855 8314 899 8929 127 5288 875 3383 921 1149 941 4384 292 3609 559 1894 434 6319 511 1510 807 4005 986 7541 553 9100 555 949 267 8940 803 9932 190 83 410 6477 958 3793 749 2458 733 8132 341 7690 994 126 360 4504 635 7022 310 1992
42 35 12112 359 203 544 9810 757 5844 429 2048 999 7712 237 7081 122 9714 390 1914 814 847 998 7946 947 7691 987 7292 816 8699 796 5803 72 4457 794 6430 659 2689 240 7767 533 4020 531 1731 403 2611 852 5468 353 8117 281 8199 115 9578 498 157 565 6789 972 263 936 3774 334 5745 567 5115 755 608 706 4522 140 1725 687 1022
43 35 11142 808 6441 984 6011 908 7336 128 7189 887 6594 118 1384 750 4682 524 1073 296 9460 847 9981 204 2765 448 1958 372 9153 831 8863 230 3518 884 7037 958 9868 47 8218 203 3526 758 9089 119 4875 824 3220 909 1348 293 3556 807 9139 537 2362 255 4984 319 7979 488 3502 841 4069 19 6725 105 3328 944 504 897 146 29 9654
44 35 10478 587 500 881 2410 719 6789 757 8011 344 915 501 232 276 8108 567 3947 86 8407 448 2926 475 818 2 3580 497 8945 435 8394 443 4463 399 1029 314 1631 790 5033 419 9899 395 5115 813 9248 698 441 355 9617 739 3440 23 4538 717 497 707 8719 428 2203 663 862 948 9457 677 7699 485 2990 329 275 374 4100 173 121
45 35 9957 566 7337 368 7263 129 6722 231 4867 513 1253 404 9229 102 1110 947 4881 665 1962 95 2964 418 3771 662 8255 112 9991 529 3838 442 5053 958 6007 389 3325 269 6518 46 2852 736 2910 104 3492 138 8557 953 85 438 617 398 5532 581 9815 654 594 421 8765 936 2949 602 7377 353 2911 383 3094 235 3004 963 2632 855 3698
46 35 9389 541 6310 679 4867 494 4115 304 1462 864 187 394 5030 840 1988 451 4604 923 8751 558 2652 104 6468 34 2549 55 9037 511 1686 243 8560 579 7553 101 7609 419 2946 75 7074 407 6938 260 5801 967 3099 140 1417 54 9414 168 3963 65 9623 431 8099 171 5837 487 7033 874 4730 592 7452 634 4044 412 7404 989 9486 829 7748
47 35 11473 423 8088 548 8390 538 4039 158 7943 452 2677 906 5517 299 8688 967 821 524 3453 853 8397 534 9797 201 3167 840 3612 922 7181 450 7750 928 5872 189 4827 613 9726 865 6771 21 2316 799 5926 832 8098 798 5270 488 7603 123 236 136 9271 788 1655 110 8752 642 8201 678 1569 424 4866 395 1037 944 5259 159 4964 575 9957
48 35 9225 241 1758 406 8205 908 9676 692 3510 150 279 997 8420 67 3651 881 7818 579 4523 370 7608 91 2793 825 8838 829 9768 96 4339 83 8022 648 8323 780 5053 527 5687 80 6570 548 6581 849 7544 267 1195 84 6125 755 2453 197 1597 34 5426 28 9130 116 6110 503 6763 785 3282 168 3663 320 9247 233 867 828 3433 411 7179
49 35 11437 699 5957 411 2134 433 165 586 8516 362 6182 775 1395 959 8802 876 4075 912 379 189 2048 12 5356 710 1684 955 5942 902 6782 374 3664 312 1424 972 6723 557 4404 239 8142 271 9600 676 3046 347 4986 199 4222 412 3110 952 2601 509 7316 956 7219 999 8910 160 4252 43 8886 916 2355 309 3887 429 3866 291 8667 359 3913
